,company name,job_title,Location,Estimated salary,posted,rating,link
755,DSMATICS TECHNOLOGY SOLUTIONS PVT. LTD.,Data Scientist,Pune,₹3L - ₹10L (Employer Est.),6d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2606&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b3fdf563&cb=1681830396362&jobListingId=1008583509397&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-10de3dc817e28af1-
756,RadiusAI,Data Scientist,Karnataka,Unrevealed,5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2607&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6ce36ce0&cb=1681830396362&jobListingId=1008584374059&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-809477051db3d113-
757,Kwalee,Machine Learning Engineer,Bangalore,₹6L - ₹8L (Glassdoor Est.),3d,3.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2608&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_853cd4ad&cb=1681830396362&jobListingId=1008589186402&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-c84494df52212457-
758,HIRINGNINJA,Data scientist,Bangalore,₹12L - ₹20L (Employer Est.),5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2609&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7f50697f&cb=1681830396362&jobListingId=1008586185687&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-5aa7f0bb03efffc4-
759,Episeio business solutions,Data Scientist,India,₹20L (Employer Est.),4d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2610&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9bd5b947&cb=1681830396362&jobListingId=1008588924121&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-ec45200509d2a943-
760,DataStunt,Data Scientist,Noida,₹10T - ₹40T (Employer Est.),17d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2611&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_28116680&cb=1681830396363&jobListingId=1008563019223&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-67cdf6093e3cf330-
761,Iris software,Data Scientist,Noida,₹6L - ₹7L (Glassdoor Est.),30d+,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2612&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_daeffd4c&cb=1681830396363&jobListingId=1008528595392&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-befb9f3c90b653e7-
762,Flipped.ai,Machine Learning Engineer,Bangalore,₹8L - ₹12L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2613&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_af8f4fe4&cb=1681830396364&jobListingId=1008404163994&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-63b5e671e9ff8b24-
763,Aidaptive,Machine Learning Engineer,India,Unrevealed,19d,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2614&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5e67523d&cb=1681830396364&jobListingId=1008557080891&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-237e8a4133b9b650-
764,Lenskart,Data Scientist,Gurgaon,₹3L - ₹6L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2615&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0e69fea9&cb=1681830396364&jobListingId=1007285294048&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-13027c95012596b8-
765,Eoraa & Co.,Data Scientist,New Delhi,₹2L - ₹8L (Glassdoor Est.),30d+,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2616&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_fa3a76a6&cb=1681830396364&jobListingId=1007788365685&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-a8004d4d60d6a554-
766,H.S. Corporation,Machine Learning Intern,Bharatpur,₹10T - ₹15T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2617&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_719106d9&cb=1681830396364&jobListingId=1008592293652&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-decbd1639365820b-
767,PayU,Data Scientist,Bangalore,₹5L - ₹10L (Glassdoor Est.),26d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2618&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5eb9402c&cb=1681830396364&jobListingId=1008545396546&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-a3c43693786817ea-
768,Transorg Analytics,Data Science Specialist,Gurgaon,₹8L - ₹10L (Glassdoor Est.),30d+,2.8,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2619&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_2d270e18&cb=1681830396364&jobListingId=1008430558926&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-a437407f123ce746-
769,Mercedes-Benz Research and Development India Private Limited,Data and Analytics Engineer,Bangalore,₹7L - ₹7L (Glassdoor Est.),5d,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2620&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_dc02d770&cb=1681830396365&jobListingId=1008584704633&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-041e8386cab1b588-
770,Mastercard,Data Scientist,Gurgaon,₹2L - ₹2L (Glassdoor Est.),8d,4.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2621&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_63729a9f&cb=1681830396365&jobListingId=1008579260859&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-1530d7e56d2655f4-
771,Terminal Trend Technologies,Data Scientist,Ahmedabad,₹8L - ₹10L (Employer Est.),7d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2622&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_048cc3eb&cb=1681830396365&jobListingId=1008581005896&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-614e163d4ee151d9-
772,Puneri Pattern,Data Scientist,Maharashtra,Unrevealed,30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2623&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_0af5054f&cb=1681830396365&jobListingId=1008518765011&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-ebb1fe9d4e0a9467-
773,CoRover,Data Scientist,Bangalore,₹3L - ₹6L (Glassdoor Est.),13d,5.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2624&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_882bdb13&cb=1681830396365&jobListingId=1008570354875&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-7b11c591922a4fdd-
774,iCRC,Data Scientist,Noida,₹6L - ₹10L (Glassdoor Est.),4d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2625&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_ca4505cc&cb=1681830396365&jobListingId=1008586752495&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-575f5e7cbd8797c2-
775,Aidetic Software Pvt Ltd,Data Scientist,Bangalore,₹8L - ₹15L (Employer Est.),24h,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2626&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e74cd73b&cb=1681830396365&jobListingId=1008594717226&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-2c9a8c61a79d6111-
776,Serendipity Corporate Services,Vacancy for Data Scientist,Pune,₹30L (Employer Est.),18d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2627&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cadd8072&cb=1681830396365&jobListingId=1008560302651&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-086bc21655763e42-
777,Trukky Logistics,Data science internship,Gurgaon,Unrevealed,30d+,2.6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2628&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_ef5fc126&cb=1681830396365&jobListingId=1007972288695&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-7a97bf329657bca1-
778,Navig8 Group,Data Scientist,Mumbai,₹4L - ₹8L (Glassdoor Est.),30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2629&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_da9e6941&cb=1681830396366&jobListingId=1008485230849&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-99cb33e6bd4f6e92-
779,StatusNeo Technology Consulting,Data Scientist,Gurgaon,₹2L - ₹8L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2630&ao=1136043&s=58&guid=0000018794e740a184cc88b41ddb81d9&src=GD_JOB_AD&t=SR&vt=w&cs=1_82b8b030&cb=1681830396366&jobListingId=1007737999689&jrtk=3-0-1guaeeg6ek63i801-1guaeeg72i3b0800-563113a36675bfe7-
780,GoTo,Staff Machine Learning Engineer,Bangalore,₹2L - ₹8L (Glassdoor Est.),28d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2701&ao=1110586&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_788805b7&cb=1681830417782&jobListingId=1008540696660&cpc=280AB1FAEDD8D536&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-b7360f8e72a84d41--6NYlbfkN0DXrBR656PqShB4nd9ExliYcIGoAa-Cw4zASH8sJAtKR0FvrpJ2QL2iqpKuANXEDxSPWygzAbdd92PIgVmTna7S1L961VIFwuG1g1nhjSFHk2UBaHpjLh1ewUeAOHrveNDhiAl8VdV9kk58fR0WqtKSB012CZN286GWtNNhQFU20NGdd9mBxfjBKOArgpIK2hJ_CAHAcArBG_GeRnZ6-w6jbFf9Qss-Zb6aAGubT3qNYQjq2LpJ5JJtvC0aPCvE3kCeATIzNizrU_-GR61wzxjAu_iOlMJxm4JrukGJR4-haDQ425pyeq8sLp5tfbNFAKUktkjVsOYuKUVEeOlBtDJ0YJ7egMR6qWI6Ww99MtvfFYkjazlLre-UHrYqmUo-nOuNZiizvB1o8bVurF4GLhPu7xNxD0QMZYwbLjYtSFWqtdg2LSCI8U0QfKh-ytuvD1UH1H7XGPe7DcnEwuBSz9RMCcViZtDoszkpo_l7fWRXT8riM-ENZ4izo_iWU6mLU4lAwcXX_jyvZ1kjn71Y8I2dB952QY6thKIRAPCb-3A0yTDqsUt84SwIf4dNRt9VREfYmBGyRBh19-WEfjPM1Nddtc5KCZFBCrXZLYgozhYki-4qWERr-9jtV6lMg3ck_i52wxEgaB2p-A_tNhN9UlvkOo-4z6WC93RoS2_K1v4xh-k5_IWRBFqYkWXqOCogd58FZnIH_wD8IN5xiHnWPP_DuHbkhZ6rsQYlzWUJa8WnUgUGb2zX-WkZyCidjhymnQZ2apDvVTRnuorlRjMWV4QP2l9G4vYKwm1yau-mM-ofSoKDIsU1lShxWXnjDqQNYsoRFFVVpsUQZmd0r900v6FCKBe04Szfpi4B6oTYbMSeKe0fzUJt5CGkq6uqJPB7_3_iCDQsgQ3braz49MAGaSemxJ6aETxFtkx1TU-dH-RMpN-OSy7XS9c6yZV1TD0ib_5UWGgzc_nHnrcx0j38et_iBhVB5LYjtt72WHduHGTq4De-wPEdXrkQzyS8IHWEMV95t-Qp4zzdHbSUm3DaFdbWV8rttwNgIFUPWTFBVi9aGCT5-_plH9LmDMFrI6d9sHDQYfHi_OAFMg%3D%3D
781,Getinz,Data Scientist & Analytics - GWTZ - GGN,Gurgaon,₹10L - ₹15L (Employer Est.),10d,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2702&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_bf236024&cb=1681830417782&jobListingId=1008576880822&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-4e31434c9d5173a3-
782,Aventior,Data Scientist,Pune,₹5L - ₹10L (Employer Est.),3d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2703&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b40e1239&cb=1681830417782&jobListingId=1008588942115&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-f7a6e8acc5758f99-
783,TrueFan,Machine Learning Intern (GANs),Gurgaon,₹10T - ₹30T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2704&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6b63c184&cb=1681830417782&jobListingId=1008592100780&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-bf096c54ea8642f5-
784,Raptor Supplies Limited,Data Scientist,New Delhi,₹6L - ₹25L (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2705&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d363f93d&cb=1681830417782&jobListingId=1008592457678&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-649a18a05f90567b-
785,DSMATICS TECHNOLOGY SOLUTIONS PVT. LTD.,Data Scientist,Pune,₹3L - ₹10L (Employer Est.),6d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2706&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_735a484e&cb=1681830417782&jobListingId=1008583509397&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-10de3dc817e28af1-
786,RadiusAI,Data Scientist,Karnataka,Unrevealed,5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2707&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ac44d1cd&cb=1681830417782&jobListingId=1008584374059&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-809477051db3d113-
787,Kwalee,Machine Learning Engineer,Bangalore,₹6L - ₹8L (Glassdoor Est.),3d,3.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2708&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_ac6943a5&cb=1681830417782&jobListingId=1008589186402&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-c84494df52212457-
788,HIRINGNINJA,Data scientist,Bangalore,₹12L - ₹20L (Employer Est.),5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2709&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5605fe77&cb=1681830417783&jobListingId=1008586185687&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-5aa7f0bb03efffc4-
789,Episeio business solutions,Data Scientist,India,₹20L (Employer Est.),4d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2710&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b2802e4f&cb=1681830417783&jobListingId=1008588924121&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-ec45200509d2a943-
790,DataStunt,Data Scientist,Noida,₹10T - ₹40T (Employer Est.),17d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2711&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0144f188&cb=1681830417783&jobListingId=1008563019223&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-67cdf6093e3cf330-
791,Iris software,Data Scientist,Noida,₹6L - ₹7L (Glassdoor Est.),30d+,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2712&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_54eb8c58&cb=1681830417783&jobListingId=1008528595392&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-befb9f3c90b653e7-
792,Flipped.ai,Machine Learning Engineer,Bangalore,₹8L - ₹12L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2713&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_218b3ef0&cb=1681830417783&jobListingId=1008404163994&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-63b5e671e9ff8b24-
793,Aidaptive,Machine Learning Engineer,India,Unrevealed,19d,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2714&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d0632329&cb=1681830417783&jobListingId=1008557080891&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-237e8a4133b9b650-
794,Lenskart,Data Scientist,Gurgaon,₹3L - ₹6L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2715&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_806d8fbd&cb=1681830417783&jobListingId=1007285294048&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-13027c95012596b8-
795,Eoraa & Co.,Data Scientist,New Delhi,₹2L - ₹8L (Glassdoor Est.),30d+,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2716&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_d36fe1ae&cb=1681830417783&jobListingId=1007788365685&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-a8004d4d60d6a554-
796,H.S. Corporation,Machine Learning Intern,Bharatpur,₹10T - ₹15T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2717&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_58c491d1&cb=1681830417783&jobListingId=1008592293652&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-decbd1639365820b-
797,PayU,Data Scientist,Bangalore,₹5L - ₹10L (Glassdoor Est.),26d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2718&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_77ecd724&cb=1681830417783&jobListingId=1008545396546&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-a3c43693786817ea-
798,Transorg Analytics,Data Science Specialist,Gurgaon,₹8L - ₹10L (Glassdoor Est.),30d+,2.8,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2719&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_04729910&cb=1681830417784&jobListingId=1008430558926&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-a437407f123ce746-
799,Mercedes-Benz Research and Development India Private Limited,Data and Analytics Engineer,Bangalore,₹7L - ₹7L (Glassdoor Est.),5d,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2720&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_80e3f32e&cb=1681830417784&jobListingId=1008584704633&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-041e8386cab1b588-
800,Mastercard,Data Scientist,Gurgaon,₹2L - ₹2L (Glassdoor Est.),8d,4.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2721&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_3f93bec1&cb=1681830417784&jobListingId=1008579260859&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-1530d7e56d2655f4-
801,Terminal Trend Technologies,Data Scientist,Ahmedabad,₹8L - ₹10L (Employer Est.),7d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2722&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_586de7b5&cb=1681830417784&jobListingId=1008581005896&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-614e163d4ee151d9-
802,Puneri Pattern,Data Scientist,Maharashtra,Unrevealed,30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2723&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_56142111&cb=1681830417784&jobListingId=1008518765011&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-ebb1fe9d4e0a9467-
803,CoRover,Data Scientist,Bangalore,₹3L - ₹6L (Glassdoor Est.),13d,5.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2724&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_99f37efc&cb=1681830417784&jobListingId=1008570354875&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-7b11c591922a4fdd-
804,iCRC,Data Scientist,Noida,₹6L - ₹10L (Glassdoor Est.),4d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2725&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_db9da023&cb=1681830417785&jobListingId=1008586752495&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-575f5e7cbd8797c2-
805,Aidetic Software Pvt Ltd,Data Scientist,Bangalore,₹8L - ₹15L (Employer Est.),24h,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2726&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f69472d4&cb=1681830417785&jobListingId=1008594717226&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-2c9a8c61a79d6111-
806,Serendipity Corporate Services,Vacancy for Data Scientist,Pune,₹30L (Employer Est.),18d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2727&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_db05259d&cb=1681830417785&jobListingId=1008560302651&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-086bc21655763e42-
807,Trukky Logistics,Data science internship,Gurgaon,Unrevealed,30d+,2.6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2728&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_59d682d5&cb=1681830417785&jobListingId=1007972288695&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-7a97bf329657bca1-
808,Navig8 Group,Data Scientist,Mumbai,₹4L - ₹8L (Glassdoor Est.),30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2729&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6c172ab2&cb=1681830417785&jobListingId=1008485230849&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-99cb33e6bd4f6e92-
809,StatusNeo Technology Consulting,Data Scientist,Gurgaon,₹2L - ₹8L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2730&ao=1136043&s=58&guid=0000018794e7945d8f2a2270473d5a5b&src=GD_JOB_AD&t=SR&vt=w&cs=1_3431f3c3&cb=1681830417785&jobListingId=1007737999689&jrtk=3-0-1guaef53sklvr801-1guaef54fhaon800-563113a36675bfe7-
